AdmitTerm,School,Program,NationalStatus,AdmissionPathway,Enrolled,Retained
Fall 2020,School D,THM,DOMESTIC,Transfer,8,7

Fall 2020,School D,UKS,DOMESTIC,Direct Entry,11,11

Fall 2020,School D,XLL,DOMESTIC,Direct Entry,17,16

Fall 2020,School D,XLL,DOMESTIC,Transfer,12,10

Fall 2020,School D,XLL,INTERNATIONAL,Direct Entry,1,1

Fall 2020,School D,ZCU,DOMESTIC,Direct Entry,14,13

Fall 2020,School E,EDB,DOMESTIC,Direct Entry,10,9

Fall 2020,School E,FCT,DOMESTIC,Direct Entry,10,6

Fall 2020,School E,FCT,DOMESTIC,Transfer,3,1

Fall 2020,School E,FCT,INTERNATIONAL,Direct Entry,1,1

Fall 2020,School E,LOC,DOMESTIC,Direct Entry,12,8

Fall 2020,School E,LOC,DOMESTIC,Foundation,5,4

Fall 2020,School E,LOC,DOMESTIC,Transfer,1,0

Fall 2020,School E,LOC,INTERNATIONAL,Direct Entry,1,1

Fall 2020,School E,NGF,DOMESTIC,Direct Entry,28,22

Fall 2020,School E,NGF,DOMESTIC,Transfer,14,10

Fall 2020,School E,NGF,INTERNATIONAL,Direct Entry,2,2

Fall 2020,School E,PEW,DOMESTIC,Direct Entry,23,19

Fall 2020,School E,PEW,DOMESTIC,Foundation,9,8

Fall 2020,School E,PEW,DOMESTIC,Transfer,2,1

Fall 2020,School E,PEW,INTERNATIONAL,Direct Entry,3,1

Fall 2020,School E,UQB,DOMESTIC,Direct Entry,10,5

Fall 2020,School E,UQB,INTERNATIONAL,Direct Entry,1,0

Fall 2020,School F,EGJ,DOMESTIC,Direct Entry,19,12

Fall 2020,School F,EGJ,DOMESTIC,Transfer,13,8

Fall 2020,School F,EGJ,INTERNATIONAL,Direct Entry,1,1

Fall 2020,School F,KAU,DOMESTIC,Direct Entry,7,5

Fall 2020,School F,KAU,DOMESTIC,Transfer,4,3

Fall 2020,School F,KAU,INTERNATIONAL,Direct Entry,1,1

Fall 2020,School F,KOK,DOMESTIC,Direct Entry,11,9

Fall 2020,School F,LNT,DOMESTIC,Direct Entry,15,9

Fall 2020,School F,LNT,DOMESTIC,Transfer,5,2

Fall 2020,School F,PFB,DOMESTIC,Direct Entry,151,120

Fall 2020,School F,PFB,DOMESTIC,Foundation,44,36

Fall 2020,School F,PFB,DOMESTIC,Transfer,8,4

Fall 2020,School F,PFB,INTERNATIONAL,Direct Entry,14,11

Fall 2020,School F,PFB,INTERNATIONAL,Transfer,8,6

Fall 2020,School F,RZP,DOMESTIC,Direct Entry,19,17

Fall 2020,School F,RZP,DOMESTIC,Transfer,11,9

Fall 2020,School F,RZP,INTERNATIONAL,Direct Entry,5,4

Fall 2020,School F,SYW,DOMESTIC,Direct Entry,21,18

Fall 2020,School F,SYW,DOMESTIC,Transfer,8,6

Fall 2020,School F,SYW,INTERNATIONAL,Direct Entry,3,3

Fall 2020,School F,ZSW,DOMESTIC,Direct Entry,14,10

Fall 2020,School F,ZSW,DOMESTIC,Transfer,8,5

Fall 2020,School G,IWU,DOMESTIC,Direct Entry,13,6

Fall 2020,School G,IWU,DOMESTIC,Transfer,6,3

Fall 2020,School G,IWU,INTERNATIONAL,Direct Entry,3,2

Fall 2021,School A,CTD,DOMESTIC,Direct Entry,197,139

Fall 2021,School A,CTD,DOMESTIC,Foundation,46,32

Fall 2021,School A,CTD,DOMESTIC,Transfer,10,5

Fall 2021,School A,CTD,INTERNATIONAL,Direct Entry,9,9

Fall 2021,School A,DIB,DOMESTIC,Direct Entry,14,7

Fall 2021,School A,DIB,INTERNATIONAL,Direct Entry,11,10

Fall 2021,School A,DIB,INTERNATIONAL,Transfer,5,4

Fall 2021,School A,HBP,DOMESTIC,Direct Entry,241,175

Fall 2021,School A,HBP,DOMESTIC,Foundation,56,36

Fall 2021,School A,HBP,DOMESTIC,Transfer,17,8

Fall 2021,School A,HBP,INTERNATIONAL,Direct Entry,103,90

Fall 2021,School A,HBP,INTERNATIONAL,Foundation,51,42

Fall 2021,School A,HBP,INTERNATIONAL,Transfer,16,10

Fall 2021,School A,REJ,DOMESTIC,Direct Entry,20,16

Fall 2021,School A,REJ,DOMESTIC,Foundation,10,9

Fall 2021,School A,REJ,DOMESTIC,Transfer,1,0

Fall 2021,School A,REJ,INTERNATIONAL,Direct Entry,4,4

Fall 2021,School A,REJ,INTERNATIONAL,Transfer,4,3

Fall 2021,School A,XJQ,DOMESTIC,Direct Entry,18,15

Fall 2021,School A,XJQ,DOMESTIC,Transfer,5,4

Fall 2021,School A,XJQ,INTERNATIONAL,Direct Entry,2,2

Fall 2021,School A,YDD,DOMESTIC,Direct Entry,9,8

Fall 2021,School A,YDD,INTERNATIONAL,Direct Entry,7,6

Fall 2021,School B,AEX,DOMESTIC,Direct Entry,17,11

Fall 2021,School B,AEX,DOMESTIC,Transfer,5,2

Fall 2021,School B,CCH,DOMESTIC,Direct Entry,5,0

Fall 2021,School B,DLF,DOMESTIC,Direct Entry,40,31

Fall 2021,School B,DLF,DOMESTIC,Foundation,11,9

Fall 2021,School B,DLF,DOMESTIC,Transfer,1,0

Fall 2021,School B,DLF,INTERNATIONAL,Direct Entry,4,4

Fall 2021,School B,DLF,INTERNATIONAL,Transfer,3,2

Fall 2021,School B,ENR,DOMESTIC,Direct Entry,16,15

Fall 2021,School B,ENR,DOMESTIC,Transfer,6,5

Fall 2021,School B,ENR,INTERNATIONAL,Direct Entry,6,5

Fall 2021,School B,FJC,DOMESTIC,Direct Entry,15,13

Fall 2021,School B,FJC,DOMESTIC,Transfer,8,6

Fall 2021,School B,FJC,INTERNATIONAL,Direct Entry,3,2

Fall 2021,School B,GIZ,DOMESTIC,Direct Entry,15,11

Fall 2021,School B,GIZ,DOMESTIC,Transfer,6,4

Fall 2021,School B,GIZ,INTERNATIONAL,Direct Entry,4,2

Fall 2021,School B,GIZ,INTERNATIONAL,Transfer,3,2

Fall 2021,School B,JQP,DOMESTIC,Direct Entry,59,45

Fall 2021,School B,JQP,DOMESTIC,Foundation,21,17

Fall 2021,School B,JQP,DOMESTIC,Transfer,6,3

Fall 2021,School B,JQP,INTERNATIONAL,Direct Entry,8,8

Fall 2021,School B,QYB,DOMESTIC,Direct Entry,16,8

Fall 2021,School B,QYB,DOMESTIC,Foundation,5,3

Fall 2021,School B,QYB,DOMESTIC,Transfer,1,0

Fall 2021,School B,QYB,INTERNATIONAL,Direct Entry,1,0

Fall 2021,School B,TWJ,DOMESTIC,Direct Entry,13,7

Fall 2021,School B,TWJ,DOMESTIC,Transfer,5,2

Fall 2021,School B,TWJ,INTERNATIONAL,Direct Entry,1,1

Fall 2021,School B,TWJ,INTERNATIONAL,Transfer,1,0

Fall 2021,School B,UQU,DOMESTIC,Direct Entry,10,8

Fall 2021,School B,UQU,INTERNATIONAL,Direct Entry,1,1

Fall 2021,School B,XEM,DOMESTIC,Direct Entry,35,28

Fall 2021,School B,XEM,DOMESTIC,Foundation,12,11

Fall 2021,School B,XEM,DOMESTIC,Transfer,4,2

Fall 2021,School B,XEM,INTERNATIONAL,Direct Entry,8,7

Fall 2021,School B,XEM,INTERNATIONAL,Transfer,6,4

Fall 2021,School C,AFX,DOMESTIC,Direct Entry,29,18

Fall 2021,School C,AFX,DOMESTIC,Transfer,8,4

Fall 2021,School C,AFX,INTERNATIONAL,Direct Entry,7,6

Fall 2021,School C,CQK,DOMESTIC,Direct Entry,25,17

Fall 2021,School C,CQK,DOMESTIC,Transfer,18,10

Fall 2021,School C,CQK,INTERNATIONAL,Direct Entry,2,2

Fall 2021,School C,FOR,DOMESTIC,Direct Entry,11,9

Fall 2021,School C,FOR,DOMESTIC,Foundation,5,5

Fall 2021,School C,FOR,DOMESTIC,Transfer,2,1

Fall 2021,School C,FOR,INTERNATIONAL,Direct Entry,3,3

Fall 2021,School C,HIQ,DOMESTIC,Direct Entry,13,10

Fall 2021,School C,HIQ,DOMESTIC,Foundation,4,4

Fall 2021,School C,HIQ,DOMESTIC,Transfer,1,0

Fall 2021,School C,HIQ,INTERNATIONAL,Direct Entry,1,1

Fall 2021,School C,LBR,DOMESTIC,Direct Entry,9,6

Fall 2021,School C,LBR,DOMESTIC,Transfer,6,3

Fall 2021,School C,LBR,INTERNATIONAL,Direct Entry,3,3

Fall 2021,School C,NOS,DOMESTIC,Direct Entry,11,9

Fall 2021,School C,NOS,DOMESTIC,Transfer,7,5

Fall 2021,School C,NOS,INTERNATIONAL,Direct Entry,11,10

Fall 2021,School C,UVZ,DOMESTIC,Direct Entry,32,27

Fall 2021,School C,UVZ,DOMESTIC,Transfer,11,8

Fall 2021,School C,YXQ,DOMESTIC,Direct Entry,30,22

Fall 2021,School C,YXQ,DOMESTIC,Transfer,10,5

Fall 2021,School C,YXQ,INTERNATIONAL,Direct Entry,4,4

Fall 2021,School D,CMX,DOMESTIC,Direct Entry,18,17

Fall 2021,School D,CMX,DOMESTIC,Transfer,9,6

Fall 2021,School D,HPA,DOMESTIC,Direct Entry,24,24

Fall 2021,School D,HPA,DOMESTIC,Transfer,9,7

Fall 2021,School D,IAU,DOMESTIC,Direct Entry,9,8

Fall 2021,School D,IAU,DOMESTIC,Foundation,6,6

Fall 2021,School D,IAU,DOMESTIC,Transfer,1,0

Fall 2021,School D,JRA,DOMESTIC,Direct Entry,47,35

Fall 2021,School D,JRA,DOMESTIC,Foundation,24,17

Fall 2021,School D,JRA,DOMESTIC,Transfer,4,2

Fall 2021,School D,JVH,DOMESTIC,Direct Entry,39,27

Fall 2021,School D,JVH,DOMESTIC,Foundation,15,10

Fall 2021,School D,JVH,DOMESTIC,Transfer,2,1

Fall 2021,School D,JVH,INTERNATIONAL,Direct Entry,4,3

Fall 2021,School D,KUY,DOMESTIC,Direct Entry,103,76

Fall 2021,School D,KUY,DOMESTIC,Foundation,48,36

Fall 2021,School D,KUY,DOMESTIC,Transfer,11,5

Fall 2021,School D,LBW,DOMESTIC,Direct Entry,20,19

Fall 2021,School D,LBW,DOMESTIC,Foundation,7,7

Fall 2021,School D,LBW,DOMESTIC,Transfer,2,1

Fall 2021,School D,MFQ,DOMESTIC,Direct Entry,11,10

Fall 2021,School D,MFQ,INTERNATIONAL,Direct Entry,1,1

Fall 2021,School D,MFQ,INTERNATIONAL,Transfer,1,0

Fall 2021,School D,RFI,DOMESTIC,Direct Entry,18,15

Fall 2021,School D,RFI,DOMESTIC,Foundation,5,5

Fall 2021,School D,RFI,DOMESTIC,Transfer,1,0

Fall 2021,School D,RNV,DOMESTIC,Direct Entry,7,6

Fall 2021,School D,RNV,DOMESTIC,Transfer,4,3

Fall 2021,School D,THM,DOMESTIC,Direct Entry,23,23

Fall 2021,School D,THM,DOMESTIC,Transfer,10,8

Fall 2021,School D,UKS,DOMESTIC,Direct Entry,10,8

Fall 2021,School D,UKS,DOMESTIC,Foundation,4,4

Fall 2021,School D,UKS,DOMESTIC,Transfer,1,0

Fall 2021,School D,XLL,DOMESTIC,Direct Entry,24,21

Fall 2021,School D,XLL,DOMESTIC,Transfer,8,7

Fall 2021,School D,ZCU,DOMESTIC,Direct Entry,15,14

Fall 2021,School D,ZCU,DOMESTIC,Foundation,3,3

Fall 2021,School D,ZCU,DOMESTIC,Transfer,1,0

Fall 2021,School E,EDB,DOMESTIC,Direct Entry,13,12

Fall 2021,School E,EDB,INTERNATIONAL,Direct Entry,1,0

Fall 2021,School E,FCT,DOMESTIC,Direct Entry,8,3

Fall 2021,School E,FCT,DOMESTIC,Transfer,3,1

Fall 2021,School E,FCT,INTERNATIONAL,Direct Entry,3,3

Fall 2021,School E,LOC,DOMESTIC,Direct Entry,11,5

Fall 2021,School E,LOC,DOMESTIC,Transfer,7,3

Fall 2021,School E,LOC,INTERNATIONAL,Direct Entry,2,1

Fall 2021,School E,NGF,DOMESTIC,Direct Entry,30,20

Fall 2021,School E,NGF,DOMESTIC,Transfer,16,8

Fall 2021,School E,NGF,INTERNATIONAL,Direct Entry,6,6

Fall 2021,School E,NGF,INTERNATIONAL,Transfer,3,2

Fall 2021,School E,PEW,DOMESTIC,Direct Entry,26,21

Fall 2021,School E,PEW,DOMESTIC,Transfer,10,6

Fall 2021,School E,PEW,INTERNATIONAL,Direct Entry,9,8

Fall 2021,School E,SKM,DOMESTIC,Direct Entry,12,5

Fall 2021,School E,SKM,DOMESTIC,Transfer,8,4

Fall 2021,School E,SKM,INTERNATIONAL,Direct Entry,2,1

Fall 2021,School E,UQB,DOMESTIC,Direct Entry,6,4

Fall 2021,School E,UQB,DOMESTIC,Transfer,5,3

Fall 2021,School E,UQB,INTERNATIONAL,Direct Entry,3,2

Fall 2021,School F,EGJ,DOMESTIC,Direct Entry,21,14

Fall 2021,School F,EGJ,DOMESTIC,Foundation,10,7

Fall 2021,School F,EGJ,DOMESTIC,Transfer,2,1

Fall 2021,School F,KAU,DOMESTIC,Direct Entry,9,6

Fall 2021,School F,KAU,INTERNATIONAL,Direct Entry,1,1

Fall 2021,School F,KAU,INTERNATIONAL,Transfer,1,0

Fall 2021,School F,KOK,DOMESTIC,Direct Entry,13,12

Fall 2021,School F,KOK,INTERNATIONAL,Direct Entry,4,3

Fall 2021,School F,LNT,DOMESTIC,Direct Entry,16,10

Fall 2021,School F,LNT,DOMESTIC,Foundation,6,5

Fall 2021,School F,LNT,DOMESTIC,Transfer,2,1

Fall 2021,School F,PFB,DOMESTIC,Direct Entry,115,92

Fall 2021,School F,PFB,DOMESTIC,Foundation,25,19

Fall 2021,School F,PFB,DOMESTIC,Transfer,9,4

Fall 2021,School F,PFB,INTERNATIONAL,Direct Entry,64,58

Fall 2021,School F,PFB,INTERNATIONAL,Foundation,15,14

Fall 2021,School F,PFB,INTERNATIONAL,Transfer,5,3

Fall 2021,School F,RZP,DOMESTIC,Direct Entry,33,24

Fall 2021,School F,RZP,DOMESTIC,Transfer,13,8

Fall 2021,School F,RZP,INTERNATIONAL,Direct Entry,10,8

Fall 2021,School F,SYW,DOMESTIC,Direct Entry,19,12

Fall 2021,School F,SYW,DOMESTIC,Transfer,8,5

Fall 2021,School F,SYW,INTERNATIONAL,Direct Entry,2,1

Fall 2021,School F,SYW,INTERNATIONAL,Transfer,1,0

Fall 2021,School F,ZSW,DOMESTIC,Direct Entry,13,7

Fall 2021,School F,ZSW,DOMESTIC,Transfer,7,4

Fall 2021,School G,ICC,DOMESTIC,Direct Entry,14,12

Fall 2021,School G,ICC,DOMESTIC,Transfer,8,5

Fall 2021,School G,ICC,INTERNATIONAL,Direct Entry,1,1

Fall 2021,School G,IWU,DOMESTIC,Direct Entry,14,8

Fall 2021,School G,IWU,DOMESTIC,Foundation,4,4

Fall 2021,School G,IWU,DOMESTIC,Transfer,1,0

Fall 2021,School G,IWU,INTERNATIONAL,Direct Entry,1,1

Fall 2021,School G,IWU,INTERNATIONAL,Transfer,1,0

Fall 2022,School A,CTD,DOMESTIC,Direct Entry,146,111

Fall 2022,School A,CTD,DOMESTIC,Foundation,44,32

Fall 2022,School A,CTD,DOMESTIC,Transfer,16,9

Fall 2022,School A,CTD,INTERNATIONAL,Direct Entry,8,6

Fall 2022,School A,DIB,DOMESTIC,Direct Entry,8,7

Fall 2022,School A,DIB,DOMESTIC,Transfer,3,2

Fall 2022,School A,DIB,INTERNATIONAL,Direct Entry,17,15

Fall 2022,School A,DIB,INTERNATIONAL,Transfer,7,6

Fall 2022,School A,HBP,DOMESTIC,Direct Entry,163,120

Fall 2022,School A,HBP,DOMESTIC,Foundation,85,61

Fall 2022,School A,HBP,DOMESTIC,Transfer,14,8

Fall 2022,School A,HBP,INTERNATIONAL,Direct Entry,159,150

Fall 2022,School A,HBP,INTERNATIONAL,Foundation,59,55

Fall 2022,School A,HBP,INTERNATIONAL,Transfer,19,15

Fall 2022,School A,REJ,DOMESTIC,Direct Entry,38,26

Fall 2022,School A,REJ,DOMESTIC,Foundation,11,8

Fall 2022,School A,REJ,DOMESTIC,Transfer,2,1

Fall 2022,School A,REJ,INTERNATIONAL,Direct Entry,9,8

Fall 2022,School A,XJQ,DOMESTIC,Direct Entry,10,9

Fall 2022,School A,XJQ,INTERNATIONAL,Direct Entry,10,8

Fall 2022,School A,YDD,DOMESTIC,Direct Entry,11,10

Fall 2022,School A,YDD,INTERNATIONAL,Direct Entry,8,5

Fall 2022,School B,AEX,DOMESTIC,Direct Entry,13,9

Fall 2022,School B,AEX,DOMESTIC,Transfer,7,4

Fall 2022,School B,AEX,INTERNATIONAL,Direct Entry,3,3

Fall 2022,School B,CCH,DOMESTIC,Direct Entry,4,2

Fall 2022,School B,DLF,DOMESTIC,Direct Entry,29,23

Fall 2022,School B,DLF,DOMESTIC,Foundation,15,13

Fall 2022,School B,DLF,DOMESTIC,Transfer,5,2

Fall 2022,School B,DLF,INTERNATIONAL,Direct Entry,14,13

Fall 2022,School B,ENR,DOMESTIC,Direct Entry,15,14

Fall 2022,School B,ENR,DOMESTIC,Transfer,5,4

Fall 2022,School B,ENR,INTERNATIONAL,Direct Entry,4,4

Fall 2022,School B,FJC,DOMESTIC,Direct Entry,10,9

Fall 2022,School B,FJC,DOMESTIC,Foundation,6,6

Fall 2022,School B,FJC,DOMESTIC,Transfer,1,0

Fall 2022,School B,FJC,INTERNATIONAL,Direct Entry,2,1

Fall 2022,School B,FJC,INTERNATIONAL,Transfer,2,1

Fall 2022,School B,GIZ,DOMESTIC,Direct Entry,12,9

Fall 2022,School B,GIZ,INTERNATIONAL,Direct Entry,10,10

Fall 2022,School B,JQP,DOMESTIC,Direct Entry,63,53

Fall 2022,School B,JQP,DOMESTIC,Foundation,19,16

Fall 2022,School B,JQP,DOMESTIC,Transfer,5,2

Fall 2022,School B,JQP,INTERNATIONAL,Direct Entry,2,2

Fall 2022,School B,QYB,DOMESTIC,Direct Entry,13,9

Fall 2022,School B,QYB,DOMESTIC,Transfer,4,2

Fall 2022,School B,QYB,INTERNATIONAL,Direct Entry,2,2

Fall 2022,School B,QYB,INTERNATIONAL,Transfer,1,0

Fall 2022,School B,TWJ,DOMESTIC,Direct Entry,11,5

Fall 2022,School B,TWJ,INTERNATIONAL,Direct Entry,2,2

Fall 2022,School B,TWJ,INTERNATIONAL,Transfer,1,0

Fall 2022,School B,UQU,DOMESTIC,Direct Entry,10,7

Fall 2022,School B,UQU,INTERNATIONAL,Direct Entry,1,1

Fall 2022,School B,XEM,DOMESTIC,Direct Entry,36,27

Fall 2022,School B,XEM,DOMESTIC,Foundation,11,9

Fall 2022,School B,XEM,DOMESTIC,Transfer,3,1

Fall 2022,School B,XEM,INTERNATIONAL,Direct Entry,13,12

Fall 2022,School C,AFX,DOMESTIC,Direct Entry,17,14

Fall 2022,School C,AFX,DOMESTIC,Transfer,9,7

Fall 2022,School C,AFX,INTERNATIONAL,Direct Entry,3,3

Fall 2022,School C,AFX,INTERNATIONAL,Transfer,2,1

Fall 2022,School C,CQK,DOMESTIC,Direct Entry,25,21

Fall 2022,School C,CQK,DOMESTIC,Transfer,12,10

Fall 2022,School C,CQK,INTERNATIONAL,Direct Entry,4,4

Fall 2022,School C,FOR,DOMESTIC,Direct Entry,12,10

Fall 2022,School C,FOR,DOMESTIC,Transfer,6,5

Fall 2022,School C,FOR,INTERNATIONAL,Direct Entry,3,3

Fall 2022,School C,HIQ,DOMESTIC,Direct Entry,11,10

Fall 2022,School C,HIQ,INTERNATIONAL,Direct Entry,3,2

Fall 2022,School C,LBR,DOMESTIC,Direct Entry,11,6

Fall 2022,School C,LBR,INTERNATIONAL,Direct Entry,5,5

Fall 2022,School C,NOS,DOMESTIC,Direct Entry,12,10

Fall 2022,School C,NOS,DOMESTIC,Transfer,8,6

Fall 2022,School C,NOS,INTERNATIONAL,Direct Entry,5,5

Fall 2022,School C,NOS,INTERNATIONAL,Transfer,4,3

Fall 2022,School C,PJN,DOMESTIC,Direct Entry,19,17

Fall 2022,School C,PJN,DOMESTIC,Foundation,5,5

Fall 2022,School C,PJN,DOMESTIC,Transfer,1,0

Fall 2022,School C,PJN,INTERNATIONAL,Direct Entry,1,1

Fall 2022,School C,PJN,INTERNATIONAL,Transfer,1,0

Fall 2022,School C,RUP,DOMESTIC,Direct Entry,13,11

Fall 2022,School C,RUP,INTERNATIONAL,Direct Entry,11,11

Fall 2022,School C,UVZ,DOMESTIC,Direct Entry,27,25

Fall 2022,School C,UVZ,DOMESTIC,Transfer,12,10

Fall 2022,School C,YDA,DOMESTIC,Direct Entry,6,5

Fall 2022,School C,YDA,DOMESTIC,Transfer,5,4

Fall 2022,School C,YDA,INTERNATIONAL,Direct Entry,6,6

Fall 2022,School C,YXQ,DOMESTIC,Direct Entry,29,27

Fall 2022,School C,YXQ,DOMESTIC,Transfer,15,13

Fall 2022,School C,YXQ,INTERNATIONAL,Direct Entry,2,2

Fall 2022,School D,CMX,DOMESTIC,Direct Entry,21,20

Fall 2022,School D,CMX,DOMESTIC,Transfer,6,5

Fall 2022,School D,HPA,DOMESTIC,Direct Entry,26,26

Fall 2022,School D,HPA,DOMESTIC,Transfer,11,10

Fall 2022,School D,IAU,DOMESTIC,Direct Entry,11,10

Fall 2022,School D,IAU,DOMESTIC,Transfer,6,5

Fall 2022,School D,IAU,INTERNATIONAL,Direct Entry,1,1

Fall 2022,School D,JRA,DOMESTIC,Direct Entry,20,14

Fall 2022,School D,JRA,DOMESTIC,Transfer,13,8

Fall 2022,School D,JVH,DOMESTIC,Direct Entry,25,16

Fall 2022,School D,JVH,DOMESTIC,Transfer,9,5

Fall 2022,School D,JVH,INTERNATIONAL,Direct Entry,2,1

Fall 2022,School D,KUY,DOMESTIC,Direct Entry,95,70

Fall 2022,School D,KUY,DOMESTIC,Foundation,50,36

Fall 2022,School D,KUY,DOMESTIC,Transfer,10,5

Fall 2022,School D,MFQ,DOMESTIC,Direct Entry,13,11

Fall 2022,School D,MFQ,INTERNATIONAL,Direct Entry,1,1

Fall 2022,School D,RFI,DOMESTIC,Direct Entry,16,15

Fall 2022,School D,RFI,DOMESTIC,Transfer,6,5

Fall 2022,School D,RNV,DOMESTIC,Direct Entry,7,6

Fall 2022,School D,THM,DOMESTIC,Direct Entry,20,18

Fall 2022,School D,THM,DOMESTIC,Transfer,8,6

Fall 2022,School D,UKS,DOMESTIC,Direct Entry,7,7

Fall 2022,School D,XLL,DOMESTIC,Direct Entry,25,23

Fall 2022,School D,XLL,DOMESTIC,Transfer,11,10

Fall 2022,School D,ZCU,DOMESTIC,Direct Entry,10,10

Fall 2022,School E,EDB,DOMESTIC,Direct Entry,11,10

Fall 2022,School E,EDB,INTERNATIONAL,Direct Entry,3,2

Fall 2022,School E,FCT,DOMESTIC,Direct Entry,10,9

Fall 2022,School E,FCT,DOMESTIC,Transfer,7,6

Fall 2022,School E,FCT,INTERNATIONAL,Direct Entry,1,1

Fall 2022,School E,FCT,INTERNATIONAL,Transfer,1,0

Fall 2022,School E,LOC,DOMESTIC,Direct Entry,9,8

Fall 2022,School E,LOC,DOMESTIC,Transfer,6,5

Fall 2022,School E,LOC,INTERNATIONAL,Direct Entry,1,1

Fall 2022,School E,NGF,DOMESTIC,Direct Entry,28,23

Fall 2022,School E,NGF,DOMESTIC,Transfer,13,11

Fall 2022,School E,NGF,INTERNATIONAL,Direct Entry,9,7

Fall 2022,School E,PEW,DOMESTIC,Direct Entry,14,10

Fall 2022,School E,PEW,DOMESTIC,Foundation,7,7

Fall 2022,School E,PEW,DOMESTIC,Transfer,1,0

Fall 2022,School E,PEW,INTERNATIONAL,Direct Entry,12,12

Fall 2022,School E,SKM,DOMESTIC,Direct Entry,12,11

Fall 2022,School E,SKM,DOMESTIC,Transfer,7,5

Fall 2022,School E,SKM,INTERNATIONAL,Direct Entry,4,3

Fall 2022,School E,UQB,DOMESTIC,Direct Entry,13,8

Fall 2022,School E,UQB,INTERNATIONAL,Direct Entry,1,0

Fall 2022,School E,UQB,INTERNATIONAL,Transfer,1,0

Fall 2022,School F,EGJ,DOMESTIC,Direct Entry,20,17

Fall 2022,School F,EGJ,DOMESTIC,Transfer,6,4

Fall 2022,School F,EGJ,INTERNATIONAL,Direct Entry,1,0

Fall 2022,School F,EGJ,INTERNATIONAL,Transfer,1,0

Fall 2022,School F,KAU,DOMESTIC,Direct Entry,7,7

Fall 2022,School F,KAU,INTERNATIONAL,Direct Entry,6,3

Fall 2022,School F,KOK,DOMESTIC,Direct Entry,12,11

Fall 2022,School F,KOK,INTERNATIONAL,Direct Entry,3,3

Fall 2022,School F,PFB,DOMESTIC,Direct Entry,106,90

Fall 2022,School F,PFB,DOMESTIC,Foundation,53,44

Fall 2022,School F,PFB,DOMESTIC,Transfer,12,8

Fall 2022,School F,PFB,INTERNATIONAL,Direct Entry,34,32

Fall 2022,School F,PFB,INTERNATIONAL,Foundation,13,12

Fall 2022,School F,PFB,INTERNATIONAL,Transfer,3,1

Fall 2022,School F,RZP,DOMESTIC,Direct Entry,41,34

Fall 2022,School F,RZP,DOMESTIC,Foundation,14,12

Fall 2022,School F,RZP,DOMESTIC,Transfer,4,2

